뉴스홈 속보 정치 경제 사회 생활/문화 세계 IT/과학 오피니언 포토 TV 랭킹뉴스 ,0.31,0.01353931609095643,0.6018181818181818,0.007984724874153793,14.0
"03 . 28 (목) 주요뉴스 '대표이사' 뗐지만 '회장 조양호' 여전…향후 경영 진로… 고성·공방 가득했던 박영선 청문회…결국 '빈 손' 이학수 ""MB, 다스 소송비 요청"" 증언…MB, 여러 차례 욕… ""전 공기업 사장도 KT에 채용 청탁""…이석채 곧 소환 구름 많고 포근한 하루…미세먼지 농도 짙어요 ""별장 동영상 회수 안 했어요?""…윤중천 '녹음 파일' 입… 정부고위직 1천873명, 평균 재산 12억원…10명 중 7명 증… ""연희동 집, 아버지 전두환 재산""…장남 자필 진술서 공… 中출신 인터폴 前총재 멍훙웨이, 뇌물혐의로 공산당적 박… 통신비 부담 완화, 인가제는 독인가 약인가 박창진 ""'땅콩회항' 때 경고등 울렸는데…휠체어 타고 안… 과기·행안 청문회, 외유성 출장·투기 논란…""국민께 송… ""FBI에 잠재가치 막대한 정보 넘겼다""…北 암호체계 통… 맥도날드 '오염패티' 팔린 것 감추려…""재고 없다"" 허위… '대표이사' 뗐지만 '회장 조양호' 여전…향후 경영 진로… ",0.1890909090909091,0.03869119944454088,0.36,0.04391598680784586,11.95
팩트체크 언론사 뉴스 ,0.7145454545454546,0.02317306023259851,0.12727272727272726,0.002950876583926402,13.0
기사배열 이력,0.9563636363636364,0.02317306023259851,0.06909090909090909,0.002950876583926402,13.0
‘양승태 운명’ 법원 판단은?… 직접 개입·증거인멸 우려 여부가 잣대,0.3381818181818182,0.04304808193022045,0.6581818181818182,0.013192154139906266,30.0
12면 TOP 기사입력 2019-01-23 04:01 스크랩 본문듣기 설정 ,0.2240909090909091,0.05347533910283433,0.38636363636363635,0.003471619510501649,11.857142857142858
82 209 ,0.08590909090909091,0.060666550946016314,0.07363636363636364,0.0026037146328762367,13.0
오늘 구속영장 실질 심사,0.33090909090909093,0.07715674362089915,0.5690909090909091,0.004686686339177226,17.0
https://imgnews.pstatic.net/image/005/2019/01/23/201901230400_11130924058204_1_20190123040137962.jpg?type=w647,0.34,0.113695538968929,0.45454545454545453,0.056934559972227045,0.0
양승태 전 대법원장의 구속 전 피의자 심문(영장실질심사)을 하루 앞둔 22일 서울 서초구 서울중앙지법 안에 취재진이 포토라인을 설치하고 있다. 권현구 기자,0.33954545454545454,0.15118902968234682,0.5881818181818181,0.015275125846207256,12.0
